Name,Personal Traits,image
Amrita Rao,"Amrita Rao is an Indian film actress and model. She has appeared as the leading lady in several Hindi films of Bollywood and one movie in Telugu. Rao was born and raised in Mumbai; she made her screen debut in Ab Ke Baras (2002), for which she was nominated for the Filmfare Best Female Debut Award in 2003. One of her most popular roles was in the romance film Vivah (2006).[2]Rao's roles in Welcome to Sajjanpur (2008) and Main Hoon Na (2004) earned her a Stardust Best Actress Award and a Filmfare Best Supporting Actress Award nomination respectively. She has been called ""Bollywood's quintessential girl next-door"" by various media outlets.[3] The Times of India named Rao one of its ""50 Most Desirable Women of 2011.""[4]Legendary Painter M. F. Husain pronounced Amrita Rao as his 2nd muse 11 years after he painted Madhuri Dixit and made several paintings dedicated to the Actresses role in Vivah[5][6]Before starting her career as an actor, Rao appeared in several commercials during her college days. Her first public appearance was in the music video for Alisha Chinoy's song Woh Pyar Mera.[7]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Amrita_Rao_during_Thackeray_interviews_at_Sun_N_Sand_in_Juhu_%2806%29_%28cropped%29.jpg/220px-Amrita_Rao_during_Thackeray_interviews_at_Sun_N_Sand_in_Juhu_%2806%29_%28cropped%29.jpg
Amrita Singh,"Amrita Singh (born 9 February 1958)[1] is an Indian actress. Through her films like Betaab and Mard, she gained popularity and became a well known and popular actress in the 1980s. She took a break from acting in the early 1990s for a decade and returned to acting in 2002, occasionally playing supporting roles. She also made her debut on television in 2005.  Amrita keeps a low public profile and gives few interviews.Amrita Singh Virk was born in Hadali, Punjab, Pakistan to a Punjabi Muslim mother Rukhsana Sultana[2] and aPunjabi Jat Sikh father, army officer Shivinder Singh Virk, from a feudal family.[3] Her mother was a political associate of Sanjay Gandhi during the Indian Emergency in the 1970s.[4][5][6][7][8] Through her paternal grandmother Mohinder Kaur, Amrita is the great-granddaughter of Sobha Singh, one of the builders of New Delhi, and the great-niece of the late novelist Khushwant Singh. The actress Begum Para is her great-aunt and her husband was Nasir Khan, who is the brother of Dilip Kumar. Actor Ayub Khan is her second cousin.[2] Virk was a childhood friend of Shahrukh Khan. Their mothers often worked together in the Old Delhi area and Singh attended the same school as Khan's sister, Shahnaz.[9]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Amrita_Singh_%26_Sara_Ali_Khan_at_Shaadi_By_Marriott_showcase_%2808%29_%28cropped%29.jpg/220px-Amrita_Singh_%26_Sara_Ali_Khan_at_Shaadi_By_Marriott_showcase_%2808%29_%28cropped%29.jpg
Amyra Dastur,"Amyra Dastur (born  7 May 1993)[1][2] is an Indian film actress who has starred in mainly Hindi films, but has also starred in some Tamil and Telugu films.[3][4]  She made her Bollywood debut with  Issaq, opposite Prateik Babbar. She started her career at the age of 16 as a model in a few commercials including Clean and Clear, Dove (toiletries), Vodafone and Micromax. She starred in Mukesh Bhatt's sci-fiction thriller Mr. X alongside Emraan Hashmi.[5] She had also acted in a Tamil movie, Anegan alongside Dhanush.Amyra Dastur began her education in Cathedral and John Connon School. She started her Secondary education from Dhirubhai Ambani International School but dropped out to pursue acting. Dastur is Parsi and she speaks English,  and Gujarati at home.[6] She is currently studying in Mumbai's HR College.[7] Dastur started her career as a model in commercials.Dastur made her Hindi cinema-acting debut in Manish Tiwary's romantic drama[8] Issaq, alongside Prateik Babbar.[9][10]Amyra in her first international project, Kung Fu Yoga acted alongside Jackie Chan which  released in India on 3 February 2017.[11] She has also started filming for Oodi Oodi Uzhaikanum starring Santhanam.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Amyra_Dastur_snapped_during_photoshoot_%282%29_%28cropped%29.jpg/220px-Amyra_Dastur_snapped_during_photoshoot_%282%29_%28cropped%29.jpg
Amy Jackson,"Amy Jackson (born 31 January 1992) is an English actress and model best known for her work in Indian films.[1][2] She began her modelling career at the age of 16, and went on to win the Miss Teen World competition in 2009. Subsequently, director A. L. Vijay cast her as the leading lady of the Tamil language period drama Madrasapattinam (2010). Jackson continues to act in Indian films of all languages, with some of her notable roles including Ekk Deewana Tha (2012), Singh Is Bliing (2015), The Villain (2018) and 2.0 (2018). She is also known for playing the role of Imra Ardeen / Saturn Girl on the third season of The CW's superhero series Supergirl.Amy Jackson was born on 31 January 1992[3] in Douglas on the Isle of Man, the daughter of Marguerita and Alan Jackson,[4] an English couple from Liverpool.[5] She has an elder sister, Alicia, who is also an actress. When she was two years old, the family returned to her parents' home in the Liverpool suburb of Woolton so that her father could continue his career as a producer for BBC Radio Merseyside. Jackson attended St Edward's College, where she earned A Levels in English literature, philosophy, and ethics.[6][7][8]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Amy_Jackson_headshot.jpg/220px-Amy_Jackson_headshot.jpg
Anaika Soti,"Anaika Soti (born 14 January 1991) is an Indian film actress who appears in Tamil, Telugu and Hindi films. After making her debut in Ram Gopal Varma's bilingual Satya 2 (2013), she went on to feature in Vasanthabalan's period drama Kaaviya Thalaivan, for which she was nominated for the Filmfare Award for Best Supporting Actress - Tamil.[1]Anaika Soti was born in Lucknow, Uttar Pradesh and soon after moved to Hong Kong with her family for four years. She subsequently moved to Mumbai and studied in Panchgani throughout her education, before moving to Malaysia to finish her high school and briefly engaged in a diploma in fashion designing, before returning in Mumbai.Director Ram Gopal Varma met her on an elevator and found her to be attractive and appealing and asked her to star in his movies, which she was not interested in much. Still RGV convinced and offered her a role in one of his future ventures.[2] She was subsequently signed on to appear in his bilingual crime film, Satya 2 (2013), shot in Hindi and Telugu, based on the Mumbai underworld.[3][4]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Anaika_Soti.jpg/220px-Anaika_Soti.jpg
Ananya Kasaravalli,"Ananya Kasaravalli is an Indian film actress and director in the Kannada film industry, and a theatre artist in Karnataka, India.[3][4] Some of the notable films of Ananya Kasaravalli as an actress include Kaada Beladingalu (2007) and Naayi Neralu (2006).Ananya is the daughter of Girish Kasaravalli and Vaishali Kasaravalli, and sister of Apurva Kasaravalli. She studied in LV Prasad Film & TV Academy, Chennai.[6]In 2016 she directed her first film ′Harikatha Prasanga′, which was based on a short story named ′Beladi Harishchandra′ by writer Gopalakrishna Pai.[7][8] The film competed for the Centenary Award (Best Debut Feature of a Director), at IFFI.[9]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/The_cast_and_crew_of_the_film_Harikatha_Prasanga_at_the_presentation%2C_during_the_47th_International_Film_Festival_of_India_%28IFFI-2016%29%2C_in_Panaji%2C_Goa_on_November_24%2C_2016.jpg/1550px-thumbnail.jpg
Anaswara Kumar,"Anaswara Kumar is an Indian film actress, who works in the Tamil film industry. She started her career with Arivazhaghan's sports thriller Vallinam (2014), though the romantic comedy Ego (2013) released first. She made her breakthrough portraying Mohini in the black comedy film Yaamirukka Bayamey, which became a commercial success.[1][2]Anaswara was born to Malayali parents in Chennai, Tamil Nadu.[3] She did her schooling from Jawahar Vidyalaya and at A. V. Meiyappan Matriculation Higher Secondary School. She then went on to graduate in Corporate Economics from Women's Christian College, Chennai.Anaswara started her career in a supporting role for Arivazhaghan's sports thriller Vallinam (2014). She was selected from forty girls in an audition, which she had attended after being spotted at a Chennai Super Kings fans video shoot. Her first leading role came through the romantic comedy Ego (2013) featuring newcomers. The film went on to become an average grosser at the box office and had a low profile release.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Anaswara_at_HCL_2013_Year_End_Celebrations%2C_Chennai%2C_12-19-13_%283%29_%28cropped%29.jpg/220px-Anaswara_at_HCL_2013_Year_End_Celebrations%2C_Chennai%2C_12-19-13_%283%29_%28cropped%29.jpg
Andrea Jeremiah,"Andrea Jeremiah is an Indian actress, playback singer and musician. She works predominantly in the Tamil and Malayalam film industries. She also appeared in Telugu Films. She began her career as a playback singer, and has subsequently appeared in films.[1]Jeremiah was born in an Anglo-Indian Roman Catholic Christian family in Arakkonam, Tamil Nadu, then moved to Chennai.[2] Her father is a lawyer at the High Court in Chennai.[3] She has one younger sister who lives and works at Leuven, Belgium as a research assistant.[4] Jeremiah was raised near Chennai and went to National Public School and graduated from Women's Christian College.[5] She has said that she was quite a geek and wanted to be a psychiatrist until she completed her 12th board exams.[4]Jeremiah learned classical piano when she was eight. At age 10, she was a part of a Jackson Five-style troupe called Young Stars which formed the base of her early singing and music composing career. She was also a theatre artist in her college and appeared in several stage plays organised by The Madras Players and EVAM.[6][7] She was the President of the Student Senate at Women's Christian College. She also organised a company, The Show Must Go On (TSMGO Productions), to promote live art and artistes.[8] Jeremiah said that as a college student, she turned down every film offer she got as she had no intention of becoming a film actor.[9]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Andrea_Jeremiah.jpg/220px-Andrea_Jeremiah.jpg
Anita Hassanandani Reddy,"Anita Hassanandani (born 14 April 1981) is an Indian actress who has acted in multilingual films and serials. She is best known for portraying Shagun Arora in Star Plus's Yeh Hai Mohabbatein and a female shape-shifting serpent named Vishakha Khanna in Colors TV's Naagin.[3]Hassanandani was born into a Sindhi family[4] in Mumbai on 14 April 1981.[2][5][6] Anita married corporate professional Rohit Reddy in Goa in 2013.[7]Hassanandani made her debut on television with Kabhii Sautan Kabhii Sahelii.[8] She made her film debut in Tamil with Samurai in 2002 although Varushamellam Vasantham released first.[9] She made her Hindi film debut with the 2003 thriller Kucch To Hai. She later worked in the films Krishna Cottage, a supernatural thriller;[10] and Koi Aap Sa. She also starred in the television show Kavyanjali,[11] playing the protagonist Anjali, a middle-class girl marrying into a business tycoon's family. Other than her mainstream Bollywood film and television screen performances, she has also worked in some South Indian movies including Nenu Pelliki Ready, Thotti Gang and Nuvvu Nenu which later was remade as Yeh Dil in Hindi with Tusshar Kapoor. She appeared in a song in a Telugu movie, Nenunnanu.",https://upload.wikimedia.org/wikipedia/commons/2/26/Anita_Hassanandani_Reddy_snapped_promoting_the_film_Bareilly_Ki_Barfi_%2802%29_%28cropped%29.jpg
Anita Guha,"Anita Guha was an Indian Bengali actress who usually played mythological characters in films. She became known for playing the title role in Jai Santoshi Maa (1975). Previously, she had played Sita in other mythological films; Sampoorna Ramayana (1961), Shree Ram Bharat Milap (1965) and Tulsi Vivah (1971). Besides this, she also played notable roles in films such as Goonj Uthi Shehnai (1959), Purnima (1965), Pyar Ki Rahen (1959), Gateway of India (1957), Dekh Kabira Roya (1957) and Sanjog (1961).[1]She came to Mumbai in the 1950s as a beauty pageant contestant when she was 15 years old.[1] She became an actress there and made her film debut in Tonga-wali (1955). She moved on to hit films such as Dekh Kabira Roya (1957), Sharada (1957),[2] and Goonj Uthi Shehnai, for which she earned nomination in Filmfare Award for Best Supporting Actress category, the  only nomination of her career.[3] In 1961, she appeared as Sita, in Babubhai Mistry's Sampoorna Ramayana, which made her a household name.[4]",https://upload.wikimedia.org/wikipedia/en/d/d8/Anita_guha.jpg
